t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
14,22,4,18,1,0,1,0.040540540540539995,0.022471910112359463,0.01806863042818053,0.040540540540539995,0.022471910112359463,0.01806863042818053,0.15043290043290045,0.934517223611366,0.004800385606854856,1.0
15,18,5,13,0,0,0,0.03797468354430332,0.02142857142857135,0.01654611211573197,0.03797468354430332,0.02142857142857135,0.01654611211573197,0.15043290043290045,0.9827972269138083,0.004656853250281827,1.0
16,22,4,18,0,0,0,0.03614457831325258,0.020134228187919392,0.016010350125333188,0.03614457831325258,0.020134228187919392,0.016010350125333188,0.15043290043290045,1.0272294661350088,0.004376199509766154,1.0
17,19,2,17,0,0,0,0.035294117647058414,0.019047619047618987,0.016246498599439427,0.035294117647058414,0.019047619047618987,0.016246498599439427,0.15043290043290045,1.0698139090878163,0.004263534065117786,1.0
18,22,8,14,1,1,0,0.04301075268817158,0.018237082066869244,0.024773670621302337,0.04301075268817158,0.018237082066869244,0.024773670621302337,0.15151515151515152,1.1092621711277226,0.004060129294806006,1.0
19,22,5,17,0,0,0,0.04081632653061183,0.017341040462427695,0.023475286068184137,0.04081632653061183,0.017341040462427695,0.023475286068184137,0.15043290043290045,1.1454920275667397,0.0038370268430205027,1.0
20,30,7,23,0,0,0,0.03809523809523773,0.016260162601625973,0.021835075493611758,0.03809523809523773,0.016260162601625973,0.021835075493611758,0.15043290043290045,1.1813026851199475,0.0038283419983402662,1.0
21,30,3,27,0,0,0,0.037037037037036695,0.015151515151515112,0.021885521885521585,0.037037037037036695,0.015151515151515112,0.021885521885521585,0.15043290043290045,1.215995582021738,0.0037897776862275885,1.0
22,25,3,22,0,0,0,0.03603603603603572,0.014354066985645899,0.02168196905038982,0.03603603603603572,0.014354066985645899,0.02168196905038982,0.15043290043290045,1.247991964667419,0.0036159445302933963,1.0
23,23,6,17,1,0,1,0.0341880341880339,0.016091954022988467,0.018096080165045433,0.0341880341880339,0.016091954022988467,0.018096080165045433,0.15043290043290045,1.278491262680486,0.0035423371776054755,1.0
24,20,9,11,1,0,1,0.031746031746031494,0.017937219730941662,0.013808812015089832,0.031746031746031494,0.017937219730941662,0.013808812015089832,0.15043290043290045,1.307943390043746,0.0035080952448646053,1.0
25,28,3,25,0,0,0,0.031007751937984256,0.016985138004246246,0.01402261393373801,0.031007751937984256,0.016985138004246246,0.01402261393373801,0.15043290043290045,1.335704522776976,0.003395276323014211,1.0
26,21,5,16,2,1,1,0.03731343283582062,0.018480492813141645,0.018832940022678976,0.03731343283582062,0.018480492813141645,0.018832940022678976,0.15043290043290045,1.3622647934715613,0.0033270150809863942,1.0
27,16,3,13,0,0,0,0.03649635036496324,0.017999999999999964,0.018496350364963273,0.03649635036496324,0.017999999999999964,0.018496350364963273,0.15043290043290045,1.3872776271378797,0.0032376436825053896,1.0
28,19,3,16,1,0,1,0.03571428571428546,0.01937984496124027,0.01633444075304519,0.03571428571428546,0.01937984496124027,0.01633444075304519,0.15043290043290045,1.4110650101951494,0.003170905976853505,1.0
29,21,2,19,0,0,0,0.035211267605633555,0.018691588785046693,0.016519678820586862,0.035211267605633555,0.018691588785046693,0.016519678820586862,0.15043290043290045,1.4333014986218031,0.0030682632139340917,1.0
30,22,4,18,1,0,1,0.03424657534246552,0.019891500904159094,0.014355074438306428,0.03424657534246552,0.019891500904159094,0.014355074438306428,0.15043290043290045,1.4545363422957505,0.0030162564505815505,1.0
31,26,5,21,0,0,0,0.033112582781456734,0.019163763066202058,0.013948819715254676,0.033112582781456734,0.019163763066202058,0.013948819715254676,0.15043290043290045,1.4753714837403795,0.0030140268789997917,1.0
32,27,5,22,0,0,0,0.03205128205128185,0.018456375838926144,0.013594906212355703,0.03205128205128185,0.018456375838926144,0.013594906212355703,0.15043290043290045,1.4957103873601008,0.0029936616104566894,1.0
33,17,1,16,0,0,0,0.03184713375796158,0.017973856209150298,0.013873277548811284,0.03184713375796158,0.017973856209150298,0.013873277548811284,0.15043290043290045,1.5154204959571393,0.0029815782310520507,1.0
34,25,8,17,0,0,0,0.03030303030303012,0.017488076311605694,0.012814953991424426,0.03030303030303012,0.017488076311605694,0.012814953991424426,0.15043290043290045,1.5337293409237054,0.0028900530785413293,1.0
35,22,2,20,0,0,0,0.029940119760478865,0.016949152542372854,0.012990967218106012,0.029940119760478865,0.016949152542372854,0.012990967218106012,0.15043290043290045,1.5519730383254227,0.0029075032734208967,1.0
36,18,4,14,0,0,0,0.029239766081871173,0.016591251885369508,0.012648514196501665,0.029239766081871173,0.016591251885369508,0.012648514196501665,0.15043290043290045,1.5705007841582732,0.002956603648105757,1.0
37,30,9,21,0,0,0,0.027777777777777624,0.016081871345029215,0.011695906432748409,0.027777777777777624,0.016081871345029215,0.011695906432748409,0.15043290043290045,1.5880987779424933,0.0029011799180878365,1.0
38,28,5,23,1,1,0,0.03243243243243226,0.015558698727015536,0.016873733705416727,0.03243243243243226,0.015558698727015536,0.016873733705416727,0.15043290043290045,1.6056255477425088,0.002913369577808661,1.0
39,12,4,8,0,0,0,0.03174603174603158,0.015384615384615363,0.016361416361416213,0.03174603174603158,0.015384615384615363,0.016361416361416213,0.15043290043290045,1.623180468736047,0.0029318894263592335,1.0
40,24,2,22,0,0,0,0.031413612565444865,0.014925373134328337,0.016488239431116526,0.031413612565444865,0.014925373134328337,0.016488239431116526,0.15043290043290045,1.6398403923235871,0.0028780369327735212,1.0
41,25,3,22,0,0,0,0.030927835051546233,0.014492753623188387,0.016435081428357846,0.030927835051546233,0.014492753623188387,0.016435081428357846,0.15043290043290045,1.656401241003557,0.002883801717291828,1.0
42,29,8,21,0,0,0,0.029702970297029556,0.014102564102564084,0.015600406194465472,0.029702970297029556,0.014102564102564084,0.015600406194465472,0.15043290043290045,1.673141861475669,0.0029077025000677063,1.0
43,24,6,18,0,0,0,0.02884615384615371,0.013784461152882187,0.015061692693271522,0.02884615384615371,0.013784461152882187,0.015061692693271522,0.15043290043290045,1.6896120509242267,0.00289842427947935,1.0
44,22,3,19,0,0,0,0.02843601895734584,0.013463892288861672,0.014972126668484166,0.02843601895734584,0.013463892288861672,0.014972126668484166,0.15043290043290045,1.7055822170072223,0.0028695927460765038,1.0
45,23,4,19,0,0,0,0.027906976744185918,0.013157894736842089,0.014749082007343829,0.027906976744185918,0.013157894736842089,0.014749082007343829,0.15043290043290045,1.720919412147128,0.0028274322049314663,1.0
46,33,9,24,1,1,0,0.03124999999999986,0.012790697674418589,0.018459302325581274,0.03124999999999986,0.012790697674418589,0.018459302325581274,0.15043290043290045,1.7356976758350533,0.0027951675706035877,1.0
47,20,3,17,1,0,1,0.03083700440528621,0.013683010262257682,0.017153994143028525,0.03083700440528621,0.013683010262257682,0.017153994143028525,0.15043290043290045,1.7504701105020422,0.0027947190871614644,1.0
48,17,1,16,0,0,0,0.03070175438596478,0.013437849944008944,0.017263904441955837,0.03070175438596478,0.013437849944008944,0.017263904441955837,0.15043290043290045,1.7652603631931543,0.002802103803018743,1.0
49,25,3,22,0,0,0,0.030303030303030172,0.013114754098360642,0.01718827620466953,0.030303030303030172,0.013114754098360642,0.01718827620466953,0.15043290043290045,1.779301781243691,0.0027469840756115947,1.0
50,25,5,20,0,0,0,0.029661016949152418,0.012834224598930468,0.01682679235022195,0.029661016949152418,0.012834224598930468,0.01682679235022195,0.15043290043290045,1.7930384515792919,0.002726528642485585,1.0
51,18,2,16,0,0,0,0.02941176470588223,0.01261829652996844,0.01679346817591379,0.02941176470588223,0.01261829652996844,0.01679346817591379,0.15043290043290045,1.806420137507205,0.002704975813164193,1.0
52,21,2,19,1,0,1,0.029166666666666546,0.013402061855670088,0.01576460481099646,0.029166666666666546,0.013402061855670088,0.01576460481099646,0.15043290043290045,1.8194918939235036,0.002684467251369929,1.0
53,28,3,25,0,0,0,0.0288065843621398,0.013065326633165815,0.015741257728973987,0.0288065843621398,0.013065326633165815,0.015741257728973987,0.15043290043290045,1.8323414668964007,0.002667271197074174,1.0
54,18,5,13,0,0,0,0.02822580645161279,0.012896825396825384,0.015328981054787407,0.02822580645161279,0.012896825396825384,0.015328981054787407,0.15043290043290045,1.8451068466190925,0.002661502713852896,1.0
55,26,2,24,1,1,0,0.031999999999999876,0.012596899224806191,0.019403100775193687,0.031999999999999876,0.012596899224806191,0.019403100775193687,0.15043290043290045,1.8578539856471188,0.0026570656024064226,1.0
56,23,4,19,0,0,0,0.03149606299212586,0.012369172216936241,0.019126890775189618,0.03149606299212586,0.012369172216936241,0.019126890775189618,0.15043290043290045,1.870348811183365,0.0026324616998152583,1.0
57,14,1,13,0,0,0,0.03137254901960772,0.012218045112781944,0.019154503906825774,0.03137254901960772,0.012218045112781944,0.019154503906825774,0.15043290043290045,1.8824330854219793,0.002593369005807183,1.0
58,28,2,26,0,0,0,0.031128404669260576,0.011926605504587146,0.01920179916467343,0.031128404669260576,0.011926605504587146,0.01920179916467343,0.15043290043290045,1.8941896884515723,0.0025578340318356627,1.0
59,26,4,22,0,0,0,0.030651340996168463,0.011690647482014378,0.018960693514154085,0.030651340996168463,0.011690647482014378,0.018960693514154085,0.15043290043290045,1.9057928532008304,0.0025373600079102547,1.0
60,13,4,9,0,0,0,0.0301886792452829,0.011596788581623541,0.01859189066365936,0.0301886792452829,0.011596788581623541,0.01859189066365936,0.15043290043290045,1.917097686563076,0.0025003445408808937,1.0
61,17,4,13,0,0,0,0.02973977695167275,0.011463844797178121,0.018275932154494627,0.02973977695167275,0.011463844797178121,0.018275932154494627,0.15043290043290045,1.9281253786044732,0.0024668263589200778,1.0
62,17,0,17,0,0,0,0.02973977695167275,0.011294526498696776,0.018445250452975973,0.02973977695167275,0.011294526498696776,0.018445250452975973,0.15043290043290045,1.9390610656793283,0.002448801821069583,1.0
63,17,5,12,0,0,0,0.029197080291970694,0.011177987962166801,0.018019092329803893,0.029197080291970694,0.011177987962166801,0.018019092329803893,0.15043290043290045,1.9494368400491637,0.002391183280336957,1.0
