t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
8224,26,8,18,0,0,0,0.018438060066257537,0.01823949780762314,0.00019856225863439797,0.015211640211640209,0.019601401664476565,-0.004389761452836356,0.15043290043290045,6.35686163085377,0.001868069484021507,1.1988990010395966
8225,11,3,8,0,0,0,0.01843655814711233,0.01823851505620399,0.0001980430909083418,0.015225066195939978,0.019555214723926382,-0.0043301485279864035,0.15043290043290045,6.357922976592102,0.0018615690095162372,1.1981808935609422
8226,28,9,19,0,0,0,0.01843205385742983,0.018236181445964873,0.00019587241146495557,0.015208287414591137,0.019561643835616437,-0.004353356421025301,0.15043290043290045,6.358970073084282,0.0018536538693249324,1.1972844366548916
8227,30,5,25,0,0,0,0.01842955242515539,0.01823311181583749,0.00019644060931789734,0.015204936095196119,0.019439272806921475,-0.004234336711725356,0.15043290043290045,6.3600036993295594,0.0018444941807281294,1.1962104370721518
8228,21,5,16,0,0,0,0.018427051671732524,0.01823114779482553,0.0001959038769069922,0.015201586252478517,0.019444596593087584,-0.004243010340609067,0.15043290043290045,6.361016287000288,0.0018333242434434122,1.1949598613398542
8229,20,3,17,0,0,0,0.01842555154541261,0.01822906148605894,0.00019649005935366837,0.015208287414591137,0.01944353160258517,-0.004235244187994033,0.15043290043290045,6.362006947928478,0.0018207705825571679,1.1935338348917466
8230,34,3,31,1,0,1,0.01842405166332013,0.018231988424134333,0.00019206323918579543,0.015221707478491062,0.019497234240648448,-0.004275526762157386,0.15043290043290045,6.362972595763918,0.0018066391341039793,1.1919336410553798
8231,33,8,25,1,0,1,0.018420053171287504,0.01823565036000269,0.0001844028112848138,0.015194890993173307,0.01955093099671413,-0.004356040003540822,0.15043290043290045,6.363913902758296,0.0017912884482477005,1.190160719897194
8232,26,6,20,2,1,1,0.018444179234024086,0.01823992464509184,0.00020425458893224765,0.015398152221733389,0.01955200175256038,-0.004153849530826993,0.15043290043290045,6.364829158725698,0.0017745097865988636,1.1882166669265641
8233,28,7,21,1,0,1,0.018440677966101694,0.01824407504826742,0.00019660291783427444,0.015391380826737024,0.019601401664476565,-0.004210020837739541,0.15043290043290045,6.365712243845052,0.0017559077385558713,1.1861032316599442
8234,23,3,20,1,0,1,0.018439177829600303,0.018248347021275164,0.00019083080832513893,0.015404929577464786,0.019655078018067342,-0.004250148440602557,0.15043290043290045,6.366559699963536,0.0017357425695747229,1.1838223160464219
8235,22,3,19,1,0,1,0.01843767793714921,0.018252740601250924,0.00018493733589828448,0.015398152221733389,0.019703355043511575,-0.0043052028217781865,0.15043290043290045,6.367375814228362,0.001714746492189061,1.1813759727560915
8236,23,1,22,1,0,1,0.018437178027221952,0.018256764753348753,0.00018041327387319922,0.01541171290180537,0.01975592404093471,-0.004344211139129342,0.15043290043290045,6.368119413823546,0.001688726767761994,1.1787664033327918
8237,28,8,20,0,0,0,0.018433179723502304,0.018254309765215287,0.00017886995828701735,0.015404929577464786,0.019752681111840666,-0.004347751534375881,0.15043290043290045,6.368834630796007,0.0016655974961229658,1.1759959562128626
8238,25,4,21,0,0,0,0.018431181221878895,0.018251732738163263,0.00017944848371563224,0.015404929577464786,0.019753761969904242,-0.004348832392439456,0.15043290043290045,6.369501855861325,0.0016394772260219395,1.1730671246117126
8239,25,5,20,0,0,0,0.018428683704165425,0.018249279103063055,0.00017940460110237033,0.015398152221733389,0.019751600372052307,-0.004353448150318918,0.15043290043290045,6.370135658865895,0.0016135493212092052,1.1699825442800924
8240,20,6,14,0,0,0,0.018425687576209184,0.0182475619509769,0.0001781256252322838,0.015398152221733389,0.019757005253940457,-0.004358853032207068,0.15043290043290045,6.370705782777405,0.001583684395497576,1.1667449911320977
8241,37,6,31,0,0,0,0.018422692422313133,0.018243760835382816,0.00017893158693031708,0.015174840554211566,0.019578889800382828,-0.004404049246171262,0.15043290043290045,6.371223695161001,0.0015537660333825368,1.1633573787470333
8242,28,9,19,2,0,2,0.018418201516793065,0.018254869420910123,0.00016333209588294262,0.015154842960685259,0.01968073474743057,-0.004525891786745312,0.15043290043290045,6.371690633314109,0.001522870116384557,1.1598227557473888
8243,28,5,23,0,0,0,0.01841570751523358,0.01825204890501142,0.00016365861022216155,0.015138218516893372,0.01967320618613039,-0.004534987669237019,0.15043290043290045,6.3720952001383395,0.0014898504286056213,1.156144303055284
8244,16,5,11,0,0,0,0.018413214189006228,0.018250700270704166,0.0001625139183020624,0.015138218516893372,0.019675356615838663,-0.004537138098945291,0.15043290043290045,6.372427394244408,0.0014548602124501583,1.1523253310298538
8245,21,6,15,0,0,0,0.018410223088585663,0.018248861545074754,0.00016136154351090864,0.015138218516893372,0.019686115819981406,-0.004547897303088034,0.15043290043290045,6.372671273664524,0.0014173744264065705,1.1483692764881481
8246,18,4,14,0,0,0,0.018408229561451002,0.01824714573539288,0.00016108382605812058,0.015141540487162604,0.019693654266958426,-0.004552113779795822,0.15043290043290045,6.37287079767152,0.0013829651331019285,1.1442796996122286
8247,22,8,14,0,0,0,0.018404243802100248,0.01824543024833125,0.00015881355376899664,0.015138218516893372,0.01969904240766074,-0.004560823890767366,0.15043290043290045,6.373014995609872,0.0013465755434055723,1.140060280745246
8248,32,6,26,0,0,0,0.01840125561508903,0.018242245199409157,0.00015901041567987356,0.015128261346196006,0.01963787538974892,-0.004509614043552913,0.15043290043290045,6.373098303573525,0.001308733920694646,1.1357148170793778
8249,17,3,14,0,0,0,0.018399761885434424,0.018240530633618433,0.00015923125181599093,0.015134898003948231,0.01959067527634891,-0.0044557772724006794,0.15043290043290045,6.373132110018242,0.0012710386576426367,1.1312472192386134
8250,21,3,18,0,0,0,0.0183982683982684,0.018238326665413633,0.0001599417328547667,0.014925373134328354,0.01959067527634891,-0.004665302142020556,0.15043290043290045,6.373084250396631,0.00122948739786129,1.126661507759456
8251,23,6,17,0,0,0,0.018395282151165936,0.018236245628871932,0.00015903652229400447,0.014922097871406624,0.019587459648738852,-0.004665361777332228,0.15043290043290045,6.3729561160952315,0.0011872162729136856,1.1219618094727102
8252,22,4,18,1,0,1,0.018393291858263456,0.018240753790090398,0.00015253806817305815,0.014909011181758384,0.01964324797548698,-0.004734236793728594,0.15043290043290045,6.3727600958037245,0.0011452749661352195,1.117152353789614
8253,29,5,24,0,0,0,0.01839080459770115,0.018237816293254425,0.0001529883044467245,0.01490574309513371,0.019588531407310133,-0.004682788312176422,0.15043290043290045,6.372484375947359,0.0011014551829311772,1.112237468895654
8254,28,8,20,0,0,0,0.018386826379687964,0.018235369101851043,0.0001514572778369208,0.014667250437828369,0.01957996062130825,-0.0049127101834798795,0.15043290043290045,6.372132656483729,0.0010572256001049735,1.1072215778554897
8255,16,3,13,0,0,0,0.01838533499161845,0.018233778779584608,0.00015155621203384248,0.014670462010072254,0.01958531648339625,-0.004914854473323994,0.15043290043290045,6.371697009764273,0.0010115432180770726,1.1021091946325
8256,30,5,25,0,0,0,0.018382849882403827,0.01823072124704036,0.00015212863536346807,0.014664040271394176,0.019518862766539094,-0.004854822495144918,0.15043290043290045,6.371173434537789,0.000964805328130984,1.0969049200264998
8257,32,6,26,0,0,0,0.018379868637997676,0.01822754250075445,0.00015232613724322497,0.014648010494097068,0.01950499918046222,-0.004856988686365152,0.15043290043290045,6.370589848661191,0.0009200019339668146,1.0916134375333615
8258,27,5,22,1,0,1,0.01837738500621588,0.018231558902217424,0.00014582610399845736,0.014632015723957193,0.019558566433566432,-0.0049265507096092395,0.15043290043290045,6.369942955807356,0.0008742794235568572,1.0862395091301649
8259,24,5,19,2,0,2,0.018374902045558947,0.01824264528413205,0.00013225676142689796,0.014625627592228768,0.019667832167832168,-0.0050422045756034,0.15043290043290045,6.369189193912788,0.0008239451830422663,1.0807879709897432
8260,28,5,23,0,0,0,0.01837241975575489,0.01823983268422499,0.00013258707152990004,0.014619245036002615,0.019662461084712438,-0.005043216048709822,0.15043290043290045,6.368352421127432,0.0007752761733992861,1.0752637291284555
8261,21,5,16,0,0,0,0.018369938136531865,0.01823787660444385,0.0001320615320880153,0.014619245036002615,0.019671056226435713,-0.005051811190433098,0.15043290043290045,6.36743417541985,0.0007262436660729792,1.0696717549911012
